id_transacao,id_cliente,data_transacao,valor,tipo_transacao,canal,cidade_transacao,pais_transacao,dispositivo,flag_fraude_confirmada
TRX17A00043,CART0068,2025-04-09 03:45:40,1574.4,Presencial,Cartão de Débito,Rolândia,Brasil,Celular,0
TRX17A00044,CART0199,2025-04-18 13:00:07,1564.69,Presencial,Cartão de Débito,Arapongas,Brasil,Notebook,0
TRX17A00045,CART0089,2025-04-23 14:10:26,2818.94,Online,Cartão de Débito,Cambé,Brasil,Celular,0
TRX17A00046,CART0052,2025-04-01 11:15:18,151.24,Presencial,Cartão de Débito,São Paulo,Brasil,POS,0
TRX17A00047,CART0154,2025-04-22 15:28:20,612.99,Presencial,Cartão de Débito,Arapongas,Brasil,Celular,0
TRX17A00048,CART0027,2025-04-17 15:17:40,931.04,Presencial,Cartão de Débito,Londrina,Brasil,POS,0
TRX17A00049,CART0148,2025-04-22 13:31:15,1802.44,Presencial,Cartão de Crédito,Desconhecido,Estados Unidos,Celular,0
TRX17A00050,CART0182,2025-04-20 01:23:43,1841.5,Presencial,Cartão de Débito,Arapongas,Brasil,Notebook,0
TRX17A00051,CART0156,2025-04-09 15:13:06,1253.18,Presencial,Cartão de Débito,Rolândia,Brasil,Notebook,0
TRX17A00052,CART0087,2025-04-12 20:53:05,1107.48,Online,Cartão de Crédito,São Paulo,Brasil,POS,0
TRX17A00053,CART0178,2025-04-27 14:31:39,1995.24,Online,Cartão de Débito,Londrina,Brasil,Desconhecido,0
TRX17A00054,CART0129,2025-04-28 22:47:42,1022.73,Presencial,Cartão de Crédito,São Paulo,Brasil,Desconhecido,0
TRX17A00055,CART0163,2025-04-20 08:37:06,2894.05,Presencial,Cartão de Débito,Ibiporã,Brasil,Notebook,0
TRX17A00056,CART0081,2025-04-12 15:18:12,1780.61,Presencial,Cartão de Débito,Arapongas,Brasil,Desconhecido,0
TRX17A00057,CART0184,2025-04-12 12:38:37,554.78,Online,Cartão de Débito,Rolândia,Brasil,Desconhecido,0
TRX17A00058,CART0029,2025-04-28 18:28:59,2584.6,Online,Cartão de Débito,Rolândia,Brasil,Notebook,0
TRX17A00059,CART0129,2025-04-10 09:27:55,730.51,Presencial,Cartão de Crédito,Ibiporã,Brasil,Desconhecido,0
TRX17A00060,CART0135,2025-04-06 17:41:36,2266.36,Online,Cartão de Débito,Ibiporã,Brasil,POS,0
TRX17A00061,CART0099,2025-04-07 08:02:56,506.27,Presencial,Cartão de Débito,Arapongas,Brasil,POS,0
TRX17A00062,CART0085,2025-04-12 03:59:35,581.62,Presencial,Cartão de Crédito,Curitiba,Brasil,POS,0
TRX17A00063,CART0092,2025-04-04 12:03:03,2483.1,Presencial,Cartão de Débito,Londrina,Brasil,POS,0
TRX17A00064,CART0082,2025-04-25 03:51:11,2626.83,Presencial,Cartão de Débito,Desconhecido,México,Celular,0
TRX17A00065,CART0185,2025-04-15 12:57:25,1343.02,Presencial,Cartão de Débito,Ibiporã,Brasil,POS,0
TRX17A00066,CART0046,2025-04-09 09:31:37,2986.91,Online,Cartão de Débito,Rolândia,Brasil,Celular,0
TRX17A00067,CART0070,2025-04-30 14:13:30,2855.38,Presencial,Cartão de Débito,Londrina,Brasil,Desconhecido,0
TRX17A00068,CART0133,2025-04-08 20:08:35,369.0,Online,Cartão de Débito,Arapongas,Brasil,POS,0
TRX17A00069,CART0007,2025-04-01 01:23:24,2525.22,Online,Cartão de Débito,Londrina,Brasil,POS,0
TRX17A00070,CART0050,2025-04-15 16:54:25,2543.79,Online,Cartão de Débito,Rio de Janeiro,Brasil,Celular,0
TRX17A00071,CART0150,2025-04-01 02:51:33,512.61,Presencial,Cartão de Débito,Cambé,Brasil,Celular,0
TRX17A00072,CART0076,2025-04-13 11:28:17,204.82,Online,Cartão de Crédito,Fortaleza,Brasil,Notebook,0
TRX17A00073,CART0178,2025-04-21 16:14:04,566.8,Presencial,Cartão de Débito,Arapongas,Brasil,Desconhecido,0
TRX17A00074,CART0193,2025-04-04 06:18:44,2163.53,Presencial,Cartão de Crédito,Arapongas,Brasil,Celular,0
TRX17A00075,CART0054,2025-04-18 09:09:02,2646.74,Presencial,Cartão de Crédito,Londrina,Brasil,Celular,0
TRX17A00076,CART0085,2025-04-14 14:04:00,2788.25,Presencial,Cartão de Crédito,Rolândia,Brasil,POS,0
TRX17A00077,CART0040,2025-04-21 17:22:05,1139.6,Presencial,Cartão de Débito,Londrina,Brasil,Celular,0
TRX17A00078,CART0041,2025-04-11 02:24:24,2314.18,Presencial,Cartão de Débito,Rolândia,Brasil,Notebook,0
TRX17A00079,CART0190,2025-04-10 03:18:51,1295.42,Presencial,Cartão de Débito,Curitiba,Brasil,Desconhecido,0
TRX17A00080,CART0010,2025-04-14 12:26:44,2695.64,Presencial,Cartão de Débito,Cambé,Brasil,POS,0
TRX17A00081,CART0049,2025-04-09 20:06:37,1709.87,Presencial,Cartão de Débito,Rolândia,Brasil,POS,0
TRX17A00082,CART0083,2025-04-17 12:12:52,343.08,Presencial,Cartão de Débito,Desconhecido,Portugal,Desconhecido,0
TRX17A00083,CART0063,2025-04-12 13:27:41,2611.62,Presencial,Cartão de Débito,Rolândia,Brasil,Desconhecido,0
TRX17A00084,CART0162,2025-04-13 01:22:29,1585.69,Presencial,Cartão de Débito,Cambé,Brasil,Celular,0
TRX17A00085,CART0163,2025-04-11 07:05:04,2387.18,Presencial,Cartão de Débito,Rio de Janeiro,Brasil,Notebook,0
TRX17A00086,CART0049,2025-04-09 01:30:41,2095.6,Online,Cartão de Débito,Londrina,Brasil,POS,0
TRX17A00087,CART0027,2025-04-26 01:55:31,1449.83,Presencial,Cartão de Débito,Cambé,Brasil,POS,0
TRX17A00088,CART0057,2025-04-18 06:36:08,256.45,Presencial,Cartão de Débito,Rio de Janeiro,Brasil,Celular,0
TRX17A00089,CART0003,2025-04-07 09:54:20,614.5,Presencial,Cartão de Crédito,Ibiporã,Brasil,Desconhecido,0
TRX17A00090,CART0100,2025-04-19 16:09:37,1203.88,Presencial,Cartão de Crédito,Londrina,Brasil,POS,0
TRX17A00091,CART0149,2025-04-12 23:25:22,2168.31,Presencial,Cartão de Débito,Cambé,Brasil,Desconhecido,0
TRX17A00092,CART0093,2025-04-27 04:20:07,936.04,Online,Cartão de Débito,Salvador,Brasil,POS,0
TRX17A00093,CART0034,2025-04-30 21:18:38,279.22,Presencial,Cartão de Débito,Fortaleza,Brasil,Notebook,0
TRX17A00094,CART0050,2025-04-10 11:57:37,2396.99,Presencial,Cartão de Débito,Londrina,Brasil,POS,0
TRX17A00095,CART0141,2025-04-30 12:10:11,1598.15,Presencial,Cartão de Débito,Cambé,Brasil,Celular,0
TRX17A00096,CART0093,2025-04-07 14:04:15,1565.57,Presencial,Cartão de Crédito,Londrina,Brasil,POS,0
TRX17A00097,CART0155,2025-04-23 07:12:22,2678.46,Online,Cartão de Débito,Ibiporã,Brasil,Desconhecido,0
TRX17A00098,CART0118,2025-04-02 17:45:50,1458.38,Online,Cartão de Débito,Cambé,Brasil,Desconhecido,0
TRX17A00099,CART0174,2025-04-10 22:58:25,1595.27,Presencial,Cartão de Débito,Ibiporã,Brasil,Desconhecido,0
TRX17A00100,CART0052,2025-04-23 23:40:57,1571.65,Online,Cartão de Débito,Curitiba,Brasil,Notebook,0
TRX17A00101,CART0166,2025-04-10 15:06:34,672.63,Online,Cartão de Débito,Londrina,Brasil,Desconhecido,0
TRX17A00102,CART0067,2025-04-08 06:29:42,2632.76,Presencial,Cartão de Débito,Ibiporã,Brasil,Celular,0
TRX17A00103,CART0051,2025-04-24 11:16:47,979.21,Online,Cartão de Débito,Ibiporã,Brasil,POS,0
TRX17A00104,CART0183,2025-04-26 09:47:51,1762.86,Presencial,Cartão de Débito,Ibiporã,Brasil,Desconhecido,0
TRX17A00105,CART0084,2025-04-07 01:56:11,1120.6,Online,Cartão de Crédito,Cambé,Brasil,Celular,0
TRX17A00106,CART0036,2025-04-02 00:40:46,2975.93,Online,Cartão de Crédito,Rio de Janeiro,Brasil,POS,0
TRX17A00107,CART0062,2025-04-19 23:56:32,2776.42,Online,Cartão de Crédito,Londrina,Brasil,POS,0
TRX17A00108,CART0184,2025-04-25 12:53:33,864.79,Online,Cartão de Crédito,Londrina,Brasil,Celular,0
TRX17A00109,CART0097,2025-04-13 14:06:03,2759.06,Presencial,Cartão de Débito,Cambé,Brasil,Celular,0
TRX17A00110,CART0005,2025-04-07 01:21:59,2863.33,Presencial,Cartão de Crédito,Ibiporã,Brasil,POS,0
TRX17A00111,CART0069,2025-04-03 16:45:34,2372.24,Presencial,Cartão de Débito,Ibiporã,Brasil,Celular,0
TRX17A00112,CART0093,2025-04-09 10:23:41,2041.14,Presencial,Cartão de Crédito,Arapongas,Brasil,POS,0
TRX17A00113,CART0041,2025-04-03 10:08:34,2923.17,Online,Cartão de Débito,Arapongas,Brasil,Celular,0
TRX17A00114,CART0123,2025-04-08 19:08:41,1837.9,Online,Cartão de Débito,São Paulo,Brasil,Desconhecido,0
TRX17A00115,CART0068,2025-04-17 13:46:31,259.48,Presencial,Cartão de Débito,Rolândia,Brasil,POS,0
TRX17A00116,CART0128,2025-04-03 11:12:28,2896.41,Presencial,Cartão de Débito,Arapongas,Brasil,Celular,0
TRX17A00117,CART0168,2025-04-08 00:01:03,1838.9,Presencial,Cartão de Débito,Ibiporã,Brasil,Desconhecido,0
TRX17A00118,CART0110,2025-04-12 23:35:13,177.52,Online,Cartão de Débito,Arapongas,Brasil,POS,0
TRX17A00119,CART0123,2025-04-20 10:48:44,2773.55,Presencial,Cartão de Débito,Ibiporã,Brasil,Notebook,0
TRX17A00120,CART0038,2025-04-10 04:03:58,1000.99,Presencial,Cartão de Débito,Londrina,Brasil,Notebook,0
TRX17A00121,CART0194,2025-04-27 11:15:51,2812.79,Presencial,Cartão de Crédito,Arapongas,Brasil,Celular,0
TRX17A00122,CART0095,2025-04-29 10:10:59,2103.86,Presencial,Cartão de Débito,Cambé,Brasil,Desconhecido,0
TRX17A00123,CART0021,2025-04-27 11:22:45,1080.39,Presencial,Cartão de Crédito,Arapongas,Brasil,Celular,0
TRX17A00124,CART0157,2025-04-05 16:28:10,269.64,Presencial,Cartão de Débito,Arapongas,Brasil,Notebook,0
TRX17A00125,CART0091,2025-04-04 02:14:34,1795.35,Presencial,Cartão de Débito,Rolândia,Brasil,POS,0
TRX17A00126,CART0060,2025-04-18 07:55:43,2011.23,Online,Cartão de Crédito,Londrina,Brasil,Desconhecido,0
TRX17A00127,CART0084,2025-04-11 09:25:16,397.68,Presencial,Cartão de Débito,Fortaleza,Brasil,POS,0
TRX17A00128,CART0067,2025-04-16 18:51:11,2555.82,Presencial,Cartão de Crédito,Ibiporã,Brasil,POS,0
TRX17A00129,CART0036,2025-04-29 13:37:51,1374.91,Presencial,Cartão de Crédito,Cambé,Brasil,POS,0
TRX17A00130,CART0097,2025-04-15 16:52:10,515.8,Presencial,Cartão de Crédito,Cambé,Brasil,Desconhecido,0
TRX17A00131,CART0178,2025-04-08 16:30:26,856.97,Presencial,Cartão de Débito,Cambé,Brasil,POS,0
TRX17A00132,CART0127,2025-04-10 10:05:21,2554.79,Presencial,Cartão de Crédito,Rolândia,Brasil,Notebook,0
TRX17A00133,CART0102,2025-04-29 04:05:09,1728.81,Presencial,Cartão de Débito,Curitiba,Brasil,Desconhecido,0
TRX17A00134,CART0092,2025-04-08 17:51:59,2570.53,Online,Cartão de Crédito,Arapongas,Brasil,Celular,0
TRX17A00135,CART0153,2025-04-04 18:04:19,2300.4,Presencial,Cartão de Crédito,São Paulo,Brasil,POS,0
TRX17A00136,CART0076,2025-04-24 02:12:24,2773.42,Presencial,Cartão de Débito,Cambé,Brasil,Desconhecido,0
TRX17A00137,CART0094,2025-04-26 21:20:07,1670.12,Presencial,Cartão de Crédito,Londrina,Brasil,Celular,0
TRX17A00138,CART0046,2025-04-30 09:58:22,2676.38,Online,Cartão de Débito,Cambé,Brasil,POS,0
TRX17A00139,CART0161,2025-04-23 07:48:39,142.96,Presencial,Cartão de Débito,Londrina,Brasil,Desconhecido,0
TRX17A00140,CART0136,2025-04-20 14:35:29,428.97,Online,Cartão de Crédito,Cambé,Brasil,Desconhecido,0
TRX17A00141,CART0173,2025-04-14 09:25:32,2680.94,Presencial,Cartão de Débito,Salvador,Brasil,Desconhecido,0
TRX17A00142,CART0109,2025-04-17 02:38:36,852.15,Online,Cartão de Débito,Curitiba,Brasil,Desconhecido,0
TRX17A00143,CART0046,2025-04-25 09:06:19,2103.92,Presencial,Cartão de Débito,Londrina,Brasil,POS,0
TRX17A00144,CART0119,2025-04-24 14:24:35,2993.69,Online,Cartão de Crédito,Arapongas,Brasil,Celular,0
TRX17A00145,CART0048,2025-04-13 14:46:20,1670.24,Presencial,Cartão de Débito,Londrina,Brasil,POS,0
TRX17A00146,CART0053,2025-04-18 14:52:27,84.04,Presencial,Cartão de Débito,Rolândia,Brasil,Celular,0
TRX17A00147,CART0032,2025-04-23 11:50:51,1809.19,Presencial,Cartão de Débito,Rolândia,Brasil,POS,0
TRX17A00148,CART0100,2025-04-19 08:26:35,2178.76,Presencial,Cartão de Débito,Ibiporã,Brasil,Desconhecido,0
TRX17A00149,CART0082,2025-04-20 17:43:22,1436.02,Presencial,Cartão de Débito,Curitiba,Brasil,POS,0
TRX17A00150,CART0065,2025-04-23 02:35:14,438.41,Presencial,Cartão de Débito,Londrina,Brasil,POS,0
TRX17A00151,CART0169,2025-04-10 16:13:03,2996.21,Presencial,Cartão de Crédito,Salvador,Brasil,Notebook,0
TRX17A00152,CART0160,2025-04-21 05:34:36,1460.68,Presencial,Cartão de Débito,Arapongas,Brasil,Notebook,0
TRX17A00153,CART0135,2025-04-12 23:17:40,2673.63,Presencial,Cartão de Débito,Arapongas,Brasil,Desconhecido,0
TRX17A00154,CART0038,2025-04-09 23:07:34,328.63,Presencial,Cartão de Crédito,Ibiporã,Brasil,POS,0
TRX17A00155,CART0156,2025-04-04 16:38:48,220.07,Online,Cartão de Crédito,Cambé,Brasil,Desconhecido,0
TRX17A00156,CART0059,2025-04-21 04:28:35,1431.82,Online,Cartão de Débito,Cambé,Brasil,Desconhecido,0
TRX17A00157,CART0133,2025-04-17 12:06:09,1940.52,Presencial,Cartão de Débito,Ibiporã,Brasil,POS,0
TRX17A00158,CART0102,2025-04-23 22:34:28,1153.01,Online,Cartão de Crédito,Londrina,Brasil,Notebook,0
TRX17A00159,CART0071,2025-04-30 01:25:56,1677.91,Presencial,Cartão de Débito,Arapongas,Brasil,POS,0
TRX17A00160,CART0148,2025-04-04 04:11:19,245.63,Online,Cartão de Crédito,Rolândia,Brasil,Desconhecido,0
TRX17A00161,CART0176,2025-04-28 20:00:13,919.39,Online,Cartão de Débito,Londrina,Brasil,POS,0
TRX17A00162,CART0037,2025-04-27 14:52:10,1420.98,Presencial,Cartão de Débito,Londrina,Brasil,Desconhecido,0
TRX17A00163,CART0037,2025-04-11 23:28:26,594.65,Presencial,Cartão de Débito,Arapongas,Brasil,Desconhecido,1
TRX17A00164,CART0146,2025-04-21 13:36:35,1424.01,Presencial,Cartão de Débito,Arapongas,Brasil,Celular,0
TRX17A00165,CART0183,2025-04-10 09:24:31,1446.44,Presencial,Cartão de Débito,Arapongas,Brasil,Desconhecido,0
TRX17A00166,CART0184,2025-04-27 20:20:02,2565.67,Presencial,Cartão de Crédito,Rolândia,Brasil,POS,0
TRX17A00167,CART0107,2025-04-20 14:14:23,2319.05,Presencial,Cartão de Débito,Londrina,Brasil,POS,0
TRX17A00168,CART0144,2025-04-28 20:59:31,1941.13,Presencial,Cartão de Débito,Arapongas,Brasil,Celular,0
TRX17A00169,CART0057,2025-04-24 13:53:29,1566.74,Presencial,Cartão de Débito,Salvador,Brasil,Notebook,0
TRX17A00170,CART0036,2025-04-25 13:57:51,2350.05,Presencial,Cartão de Débito,Rolândia,Brasil,Notebook,0
TRX17A00171,CART0028,2025-04-01 14:06:53,2166.17,Presencial,Cartão de Crédito,Arapongas,Brasil,Desconhecido,0
TRX17A00172,CART0184,2025-04-29 07:18:00,9.9,Online,Cartão de Débito,Cambé,Brasil,Celular,0
TRX17A00173,CART0037,2025-04-11 01:01:47,836.24,Presencial,Cartão de Débito,Ibiporã,Brasil,Desconhecido,0
TRX17A00174,CART0073,2025-04-11 11:17:08,1677.34,Presencial,Cartão de Crédito,Rolândia,Brasil,Desconhecido,0
TRX17A00175,CART0103,2025-04-09 14:07:51,147.96,Presencial,Cartão de Débito,Rolândia,Brasil,Celular,0
TRX17A00176,CART0051,2025-04-25 09:48:07,208.28,Presencial,Cartão de Crédito,Fortaleza,Brasil,Celular,0
TRX17A00177,CART0128,2025-04-06 07:56:30,894.08,Presencial,Cartão de Débito,Rolândia,Brasil,POS,0
TRX17A00178,CART0196,2025-04-28 18:15:25,2065.27,Presencial,Cartão de Débito,Londrina,Brasil,Notebook,0
TRX17A00179,CART0123,2025-04-17 01:16:51,2438.12,Presencial,Cartão de Crédito,Ibiporã,Brasil,POS,0
TRX17A00180,CART0096,2025-04-18 20:34:37,2304.5,Online,Cartão de Débito,Arapongas,Brasil,Celular,0
TRX17A00181,CART0163,2025-04-05 22:22:21,2952.97,Presencial,Cartão de Débito,Ibiporã,Brasil,Celular,0
TRX17A00182,CART0008,2025-04-17 08:18:06,1431.98,Presencial,Cartão de Débito,Ibiporã,Brasil,Celular,0
TRX17A00183,CART0143,2025-04-04 14:43:05,2646.36,Online,Cartão de Débito,Arapongas,Brasil,POS,0
TRX17A00184,CART0147,2025-04-29 02:31:03,1393.5,Online,Cartão de Crédito,Arapongas,Brasil,Desconhecido,0
TRX17A00185,CART0141,2025-04-07 03:28:18,127.86,Presencial,Cartão de Débito,Londrina,Brasil,POS,0
TRX17A00186,CART0079,2025-04-26 23:18:11,1726.73,Presencial,Cartão de Débito,Rolândia,Brasil,Desconhecido,0
TRX17A00187,CART0004,2025-04-14 14:36:02,2037.64,Presencial,Cartão de Crédito,Rolândia,Brasil,POS,0
TRX17A00188,CART0169,2025-04-05 04:03:44,2915.59,Presencial,Cartão de Débito,Rolândia,Brasil,Desconhecido,0
TRX17A00189,CART0097,2025-04-27 17:05:08,809.99,Presencial,Cartão de Débito,Rio de Janeiro,Brasil,POS,0
TRX17A00190,CART0058,2025-04-19 01:43:31,1453.08,Presencial,Cartão de Débito,Desconhecido,Estados Unidos,POS,0
TRX17A00191,CART0157,2025-04-05 20:30:05,2164.66,Presencial,Cartão de Débito,Cambé,Brasil,Notebook,0
TRX17A00192,CART0166,2025-04-10 10:14:57,1461.52,Presencial,Cartão de Débito,Curitiba,Brasil,Celular,0
TRX17A00193,CART0190,2025-04-05 22:30:58,2069.92,Presencial,Cartão de Débito,Rolândia,Brasil,Notebook,0
TRX17A00194,CART0065,2025-04-28 03:46:11,2641.1,Online,Cartão de Crédito,Curitiba,Brasil,Celular,0
TRX17A00195,CART0184,2025-04-14 03:57:27,1743.39,Online,Cartão de Débito,Londrina,Brasil,Notebook,0
TRX17A00196,CART0093,2025-04-12 00:25:40,350.29,Presencial,Cartão de Débito,Londrina,Brasil,Celular,0
TRX17A00197,CART0029,2025-04-07 01:34:28,2775.4,Presencial,Cartão de Débito,Rolândia,Brasil,POS,0
TRX17A00198,CART0147,2025-04-29 11:30:09,695.24,Presencial,Cartão de Débito,Rolândia,Brasil,Celular,0
TRX17A00199,CART0062,2025-04-08 00:27:21,800.26,Presencial,Cartão de Débito,Rolândia,Brasil,Notebook,0
TRX17A00200,CART0097,2025-04-17 16:09:32,1533.63,Presencial,Cartão de Débito,Cambé,Brasil,Desconhecido,0
TRX17A00201,CART0147,2025-04-21 03:11:24,773.12,Online,Cartão de Crédito,Ibiporã,Brasil,POS,0
TRX17A00202,CART0179,2025-04-15 14:47:02,2642.58,Online,Cartão de Débito,Salvador,Brasil,Desconhecido,0
TRX17A00203,CART0189,2025-04-11 23:49:53,1495.17,Online,Cartão de Crédito,Ibiporã,Brasil,POS,1
TRX17A00204,CART0071,2025-04-27 07:54:53,2740.03,Presencial,Cartão de Débito,Rio de Janeiro,Brasil,Notebook,0
TRX17A00205,CART0147,2025-04-08 20:24:02,2033.03,Online,Cartão de Débito,Ibiporã,Brasil,POS,0
TRX17A00206,CART0049,2025-04-12 19:49:04,1526.86,Presencial,Cartão de Crédito,Cambé,Brasil,Celular,0
TRX17A00207,CART0101,2025-04-28 05:15:33,2030.08,Presencial,Cartão de Débito,Arapongas,Brasil,Desconhecido,0
TRX17A00208,CART0010,2025-04-23 00:54:29,106.18,Presencial,Cartão de Crédito,Londrina,Brasil,Celular,0
TRX17A00209,CART0170,2025-04-06 00:39:16,2052.24,Online,Cartão de Débito,Arapongas,Brasil,Celular,0
TRX17A00210,CART0148,2025-04-21 07:55:02,2181.55,Online,Cartão de Débito,Fortaleza,Brasil,Celular,0
TRX17A00211,CART0161,2025-04-05 17:33:24,2870.83,Online,Cartão de Débito,Ibiporã,Brasil,POS,0
TRX17A00212,CART0060,2025-04-27 14:58:22,2769.19,Presencial,Cartão de Débito,Cambé,Brasil,Celular,0
TRX17A00213,CART0140,2025-04-04 09:22:37,2525.7,Online,Cartão de Débito,Rio de Janeiro,Brasil,Notebook,0
TRX17A00214,CART0082,2025-04-14 10:34:55,547.41,Presencial,Cartão de Crédito,Desconhecido,Argentina,POS,0
TRX17A00215,CART0151,2025-04-10 10:12:01,2748.49,Presencial,Cartão de Crédito,Ibiporã,Brasil,POS,0
TRX17A00216,CART0024,2025-04-13 14:26:03,386.3,Presencial,Cartão de Débito,Desconhecido,México,Desconhecido,0
TRX17A00217,CART0038,2025-04-29 19:20:43,907.44,Presencial,Cartão de Débito,Londrina,Brasil,POS,0
TRX17A00218,CART0036,2025-04-16 02:29:23,1396.77,Online,Cartão de Débito,Desconhecido,Portugal,Notebook,0
TRX17A00219,CART0023,2025-04-14 20:13:19,1438.75,Online,Cartão de Débito,Rolândia,Brasil,Notebook,0
TRX17A00220,CART0043,2025-04-04 22:50:56,1451.47,Presencial,Cartão de Débito,Londrina,Brasil,POS,0
TRX17A00221,CART0117,2025-04-15 11:40:45,477.31,Presencial,Cartão de Crédito,Cambé,Brasil,Notebook,0
TRX17A00222,CART0178,2025-04-07 12:29:31,1860.57,Presencial,Cartão de Débito,Salvador,Brasil,POS,0
TRX17A00223,CART0015,2025-04-15 12:54:42,1697.71,Presencial,Cartão de Crédito,Desconhecido,Portugal,POS,0
