id_transacao,id_cliente,data_transacao,valor,tipo_transacao,canal,cidade_transacao,pais_transacao,dispositivo,flag_fraude_confirmada
TRX17C00016,CART0017,2025-06-17 14:52:00,1350.45,Online,Cartão de Crédito,São Paulo,Brasil,POS,0
TRX17C00017,CART0095,2025-06-20 16:20:24,731.17,Online,Cartão de Crédito,Rolândia,Brasil,Notebook,0
TRX17C00018,CART0060,2025-06-26 17:23:26,2885.53,Online,Cartão de Débito,Cambé,Brasil,Desconhecido,0
TRX17C00019,CART0048,2025-06-06 06:23:21,1707.36,Online,Cartão de Débito,Salvador,Brasil,Notebook,0
TRX17C00020,CART0080,2025-06-30 13:27:28,2237.45,Presencial,Cartão de Crédito,Cambé,Brasil,Desconhecido,0
TRX17C00021,CART0187,2025-06-27 14:57:14,1744.32,Online,Cartão de Débito,Londrina,Brasil,Notebook,0
TRX17C00022,CART0051,2025-06-02 11:42:51,89.86,Presencial,Cartão de Crédito,Cambé,Brasil,Celular,0
TRX17C00023,CART0049,2025-06-14 09:25:32,1205.35,Online,Cartão de Débito,Arapongas,Brasil,Celular,0
TRX17C00024,CART0092,2025-06-05 11:23:19,1594.09,Online,Cartão de Crédito,Arapongas,Brasil,Celular,0
TRX17C00025,CART0059,2025-06-09 05:08:27,541.25,Presencial,Cartão de Débito,Curitiba,Brasil,Desconhecido,0
TRX17C00026,CART0003,2025-06-18 14:45:05,2501.67,Presencial,Cartão de Débito,Arapongas,Brasil,Desconhecido,0
TRX17C00027,CART0104,2025-06-07 18:39:06,436.57,Online,Cartão de Débito,Rolândia,Brasil,Desconhecido,0
TRX17C00028,CART0071,2025-06-28 06:19:41,537.74,Presencial,Cartão de Crédito,Rolândia,Brasil,Desconhecido,0
TRX17C00029,CART0056,2025-06-23 11:47:59,791.16,Online,Cartão de Crédito,Rolândia,Brasil,Desconhecido,0
TRX17C00030,CART0185,2025-06-04 11:37:59,2281.7,Online,Cartão de Débito,Cambé,Brasil,POS,0
TRX17C00031,CART0025,2025-06-26 02:13:40,728.96,Online,Cartão de Crédito,Rolândia,Brasil,Desconhecido,0
TRX17C00032,CART0042,2025-06-14 22:48:10,1060.49,Online,Cartão de Débito,Londrina,Brasil,Notebook,0
TRX17C00033,CART0166,2025-06-23 16:35:01,1377.82,Presencial,Cartão de Crédito,Londrina,Brasil,POS,0
TRX17C00034,CART0178,2025-06-22 05:02:50,1143.78,Online,Cartão de Crédito,Cambé,Brasil,Desconhecido,0
TRX17C00035,CART0041,2025-06-08 07:23:57,1015.18,Online,Cartão de Crédito,Arapongas,Brasil,Celular,0
TRX17C00036,CART0170,2025-06-15 17:13:43,1775.94,Presencial,Cartão de Crédito,Rolândia,Brasil,Desconhecido,0
TRX17C00037,CART0004,2025-06-05 05:54:11,2172.87,Online,Cartão de Crédito,Cambé,Brasil,Celular,0
TRX17C00038,CART0006,2025-06-05 21:40:26,2588.67,Online,Cartão de Crédito,Ibiporã,Brasil,Desconhecido,0
TRX17C00039,CART0154,2025-06-12 08:08:37,1127.06,Online,Cartão de Crédito,Rolândia,Brasil,Notebook,0
TRX17C00040,CART0116,2025-06-05 22:52:12,1898.0,Presencial,Cartão de Crédito,Londrina,Brasil,Notebook,0
TRX17C00041,CART0088,2025-06-11 04:42:09,1878.09,Online,Cartão de Débito,Rolândia,Brasil,Notebook,0
TRX17C00042,CART0092,2025-06-20 21:37:04,2989.16,Online,Cartão de Crédito,Londrina,Brasil,POS,0
TRX17C00043,CART0013,2025-06-17 21:54:43,958.11,Presencial,Cartão de Débito,Londrina,Brasil,Desconhecido,0
TRX17C00044,CART0125,2025-06-10 10:18:18,973.12,Presencial,Cartão de Débito,Cambé,Brasil,Desconhecido,0
TRX17C00045,CART0143,2025-06-24 21:50:46,2600.14,Presencial,Cartão de Débito,Ibiporã,Brasil,POS,0
TRX17C00046,CART0054,2025-06-09 00:30:58,548.15,Presencial,Cartão de Débito,Rolândia,Brasil,Celular,0
TRX17C00047,CART0077,2025-06-20 18:35:25,2610.52,Online,Cartão de Débito,Arapongas,Brasil,POS,0
TRX17C00048,CART0078,2025-06-06 06:50:07,171.43,Presencial,Cartão de Débito,Cambé,Brasil,POS,0
TRX17C00049,CART0026,2025-06-24 07:35:17,1000.44,Presencial,Cartão de Crédito,Arapongas,Brasil,POS,0
TRX17C00050,CART0012,2025-06-24 03:35:36,1085.43,Presencial,Cartão de Débito,Ibiporã,Brasil,Desconhecido,0
TRX17C00051,CART0033,2025-06-29 07:55:10,1882.47,Online,Cartão de Débito,Rio de Janeiro,Brasil,Notebook,0
TRX17C00052,CART0089,2025-06-25 04:48:21,136.08,Online,Cartão de Crédito,Cambé,Brasil,Notebook,0
TRX17C00053,CART0029,2025-06-26 07:53:25,1810.59,Presencial,Cartão de Crédito,Ibiporã,Brasil,Notebook,0
TRX17C00054,CART0185,2025-06-03 04:07:06,2091.55,Online,Cartão de Crédito,Arapongas,Brasil,POS,0
TRX17C00055,CART0052,2025-06-03 00:43:24,2587.18,Online,Cartão de Crédito,Curitiba,Brasil,Desconhecido,0
TRX17C00056,CART0011,2025-06-04 05:21:10,1773.7,Online,Cartão de Crédito,Salvador,Brasil,Desconhecido,0
TRX17C00057,CART0155,2025-06-18 09:28:34,1441.86,Online,Cartão de Crédito,Cambé,Brasil,POS,0
TRX17C00058,CART0098,2025-06-19 18:44:57,2828.84,Online,Cartão de Crédito,Desconhecido,México,POS,0
TRX17C00059,CART0091,2025-06-08 04:42:34,33.7,Presencial,Cartão de Crédito,Rio de Janeiro,Brasil,Notebook,0
TRX17C00060,CART0006,2025-06-24 05:53:05,2621.14,Presencial,Cartão de Débito,Ibiporã,Brasil,Celular,0
TRX17C00061,CART0027,2025-06-14 09:20:06,1121.35,Online,Cartão de Crédito,Londrina,Brasil,POS,0
TRX17C00062,CART0016,2025-06-04 10:19:41,402.62,Presencial,Cartão de Crédito,Cambé,Brasil,Celular,0
TRX17C00063,CART0131,2025-06-18 14:46:39,1757.86,Presencial,Cartão de Débito,Londrina,Brasil,POS,0
TRX17C00064,CART0056,2025-06-06 11:50:53,844.88,Presencial,Cartão de Crédito,Ibiporã,Brasil,Notebook,0
TRX17C00065,CART0186,2025-06-15 08:52:28,2839.34,Online,Cartão de Débito,Londrina,Brasil,POS,0
TRX17C00066,CART0173,2025-06-18 20:11:47,2784.27,Online,Cartão de Débito,Ibiporã,Brasil,Notebook,0
TRX17C00067,CART0139,2025-06-07 02:26:36,1845.0,Online,Cartão de Débito,Rolândia,Brasil,Celular,0
TRX17C00068,CART0059,2025-06-01 12:51:23,2739.14,Presencial,Cartão de Débito,Desconhecido,Portugal,Notebook,0
TRX17C00069,CART0145,2025-06-28 12:14:20,2407.4,Presencial,Cartão de Débito,Rio de Janeiro,Brasil,Desconhecido,0
TRX17C00070,CART0148,2025-06-28 01:49:00,65.15,Presencial,Cartão de Crédito,Curitiba,Brasil,POS,0
TRX17C00071,CART0043,2025-06-13 05:05:49,1596.91,Online,Cartão de Débito,Cambé,Brasil,POS,0
TRX17C00072,CART0101,2025-06-22 07:42:57,2316.74,Presencial,Cartão de Débito,Londrina,Brasil,Celular,0
TRX17C00073,CART0108,2025-06-08 08:38:49,1223.37,Presencial,Cartão de Crédito,Salvador,Brasil,POS,0
TRX17C00074,CART0124,2025-06-10 11:50:44,1328.76,Presencial,Cartão de Débito,Desconhecido,México,Celular,0
TRX17C00075,CART0060,2025-06-27 14:44:47,1738.74,Online,Cartão de Crédito,Ibiporã,Brasil,Celular,0
TRX17C00076,CART0132,2025-06-05 16:01:50,1473.4,Presencial,Cartão de Débito,Arapongas,Brasil,Notebook,0
TRX17C00077,CART0192,2025-06-24 14:46:57,664.06,Presencial,Cartão de Crédito,Ibiporã,Brasil,Celular,0
TRX17C00078,CART0097,2025-06-18 00:49:25,2780.06,Presencial,Cartão de Crédito,Londrina,Brasil,Desconhecido,0
TRX17C00079,CART0100,2025-06-08 00:01:20,2111.37,Presencial,Cartão de Crédito,Curitiba,Brasil,POS,0
TRX17C00080,CART0106,2025-06-04 07:49:15,1563.7,Presencial,Cartão de Débito,Ibiporã,Brasil,Celular,0
TRX17C00081,CART0081,2025-06-04 13:50:41,2095.24,Presencial,Cartão de Crédito,Londrina,Brasil,Celular,0
TRX17C00082,CART0143,2025-06-28 15:04:13,698.95,Online,Cartão de Débito,Ibiporã,Brasil,Desconhecido,0
TRX17C00083,CART0159,2025-06-09 11:27:16,1792.1,Presencial,Cartão de Débito,Londrina,Brasil,POS,0
TRX17C00084,CART0029,2025-06-20 23:26:05,768.54,Online,Cartão de Crédito,Londrina,Brasil,Celular,0
TRX17C00085,CART0139,2025-06-27 01:03:36,1423.4,Presencial,Cartão de Débito,Fortaleza,Brasil,Celular,0
TRX17C00086,CART0121,2025-06-19 21:09:50,1563.47,Online,Cartão de Débito,Cambé,Brasil,Desconhecido,0
TRX17C00087,CART0090,2025-06-25 14:27:46,579.49,Online,Cartão de Débito,Cambé,Brasil,Celular,0
TRX17C00088,CART0020,2025-06-28 09:01:26,142.32,Online,Cartão de Crédito,Rio de Janeiro,Brasil,Desconhecido,0
TRX17C00089,CART0046,2025-06-04 05:24:44,2546.9,Presencial,Cartão de Crédito,Rolândia,Brasil,POS,0
TRX17C00090,CART0155,2025-06-20 18:47:48,904.16,Online,Cartão de Débito,Rolândia,Brasil,Celular,0
TRX17C00091,CART0118,2025-06-14 04:22:44,1352.44,Presencial,Cartão de Crédito,São Paulo,Brasil,Celular,0
TRX17C00092,CART0094,2025-06-28 09:26:57,2819.08,Presencial,Cartão de Débito,Rolândia,Brasil,Notebook,0
TRX17C00093,CART0063,2025-06-28 00:23:52,270.51,Presencial,Cartão de Crédito,Cambé,Brasil,Notebook,0
TRX17C00094,CART0038,2025-06-02 19:07:45,2820.53,Online,Cartão de Crédito,Cambé,Brasil,Celular,0
TRX17C00095,CART0148,2025-06-10 06:40:52,452.8,Presencial,Cartão de Débito,Ibiporã,Brasil,Notebook,0
TRX17C00096,CART0014,2025-06-28 03:19:54,459.92,Online,Cartão de Débito,Londrina,Brasil,Celular,0
TRX17C00097,CART0138,2025-06-05 16:36:51,2314.44,Presencial,Cartão de Débito,Arapongas,Brasil,POS,0
TRX17C00098,CART0164,2025-06-16 04:03:20,2381.06,Online,Cartão de Débito,Ibiporã,Brasil,POS,0
TRX17C00099,CART0050,2025-06-14 21:11:30,785.02,Presencial,Cartão de Débito,Rolândia,Brasil,POS,0
TRX17C00100,CART0054,2025-06-12 04:30:26,1605.11,Online,Cartão de Débito,Curitiba,Brasil,Desconhecido,0
TRX17C00101,CART0139,2025-06-24 04:52:24,1112.67,Online,Cartão de Débito,Londrina,Brasil,Desconhecido,0
TRX17C00102,CART0107,2025-06-11 22:36:33,337.96,Presencial,Cartão de Crédito,Salvador,Brasil,Notebook,0
TRX17C00103,CART0118,2025-06-15 14:19:11,1025.22,Presencial,Cartão de Débito,Rolândia,Brasil,POS,0
TRX17C00104,CART0119,2025-06-23 18:31:18,867.23,Presencial,Cartão de Crédito,Cambé,Brasil,POS,0
TRX17C00105,CART0161,2025-06-15 02:25:27,946.24,Online,Cartão de Débito,Fortaleza,Brasil,Notebook,0
TRX17C00106,CART0059,2025-06-04 12:19:15,2997.06,Presencial,Cartão de Débito,Fortaleza,Brasil,Desconhecido,0
TRX17C00107,CART0011,2025-06-19 19:03:14,897.37,Online,Cartão de Crédito,Desconhecido,Portugal,Desconhecido,0
TRX17C00108,CART0007,2025-06-23 16:06:08,1606.91,Online,Cartão de Crédito,Fortaleza,Brasil,Notebook,0
TRX17C00109,CART0138,2025-06-30 19:18:22,1337.2,Online,Cartão de Crédito,Rolândia,Brasil,POS,0
TRX17C00110,CART0092,2025-06-07 09:17:58,1640.68,Presencial,Cartão de Débito,Londrina,Brasil,POS,0
TRX17C00111,CART0102,2025-06-14 16:59:01,885.08,Online,Cartão de Crédito,Fortaleza,Brasil,Notebook,0
TRX17C00112,CART0041,2025-06-18 19:53:05,342.8,Online,Cartão de Débito,Londrina,Brasil,Celular,0
TRX17C00113,CART0121,2025-06-22 11:31:06,2755.11,Online,Cartão de Crédito,Ibiporã,Brasil,Desconhecido,0
TRX17C00114,CART0046,2025-06-14 11:43:29,1969.08,Presencial,Cartão de Débito,Salvador,Brasil,Celular,0
TRX17C00115,CART0159,2025-06-06 01:35:15,2388.68,Presencial,Cartão de Crédito,Londrina,Brasil,Desconhecido,0
TRX17C00116,CART0048,2025-06-02 03:30:18,615.15,Online,Cartão de Crédito,Rolândia,Brasil,POS,0
TRX17C00117,CART0064,2025-06-07 02:39:07,653.2,Presencial,Cartão de Crédito,Rolândia,Brasil,Desconhecido,0
TRX17C00118,CART0074,2025-06-19 12:37:31,2822.08,Online,Cartão de Crédito,Londrina,Brasil,Notebook,0
TRX17C00119,CART0159,2025-06-05 11:34:27,1958.22,Online,Cartão de Crédito,Ibiporã,Brasil,Desconhecido,0
TRX17C00120,CART0099,2025-06-14 09:55:42,106.9,Presencial,Cartão de Débito,Rolândia,Brasil,POS,0
TRX17C00121,CART0081,2025-06-05 06:37:43,2145.1,Online,Cartão de Débito,Rolândia,Brasil,Notebook,0
TRX17C00122,CART0096,2025-06-02 03:38:43,164.96,Presencial,Cartão de Débito,Rolândia,Brasil,Notebook,0
TRX17C00123,CART0104,2025-06-27 07:20:47,1099.05,Online,Cartão de Crédito,Desconhecido,Estados Unidos,Celular,0
TRX17C00124,CART0005,2025-06-01 00:26:52,2005.2,Online,Cartão de Crédito,Londrina,Brasil,Desconhecido,0
TRX17C00125,CART0158,2025-06-13 11:49:57,351.21,Presencial,Cartão de Débito,Londrina,Brasil,Celular,0
TRX17C00126,CART0186,2025-06-23 22:47:13,465.15,Online,Cartão de Débito,Salvador,Brasil,Notebook,0
TRX17C00127,CART0185,2025-06-12 08:48:52,1222.22,Online,Cartão de Crédito,Rolândia,Brasil,Notebook,0
TRX17C00128,CART0163,2025-06-20 14:07:31,39.34,Presencial,Cartão de Débito,Ibiporã,Brasil,Celular,0
TRX17C00129,CART0053,2025-06-02 22:17:35,1091.81,Online,Cartão de Crédito,Rolândia,Brasil,Notebook,0
TRX17C00130,CART0066,2025-06-20 02:53:26,2053.96,Presencial,Cartão de Crédito,Rolândia,Brasil,Notebook,0
TRX17C00131,CART0142,2025-06-19 20:37:28,1220.56,Online,Cartão de Crédito,Londrina,Brasil,POS,0
TRX17C00132,CART0171,2025-06-11 16:17:58,1055.35,Presencial,Cartão de Débito,Londrina,Brasil,Desconhecido,0
TRX17C00133,CART0111,2025-06-18 23:48:18,1682.66,Online,Cartão de Débito,Fortaleza,Brasil,Desconhecido,0
TRX17C00134,CART0006,2025-06-05 09:32:37,869.98,Presencial,Cartão de Débito,Rolândia,Brasil,Celular,0
TRX17C00135,CART0059,2025-06-03 12:07:31,928.54,Presencial,Cartão de Débito,Curitiba,Brasil,Celular,0
TRX17C00136,CART0033,2025-06-06 14:16:04,2611.4,Presencial,Cartão de Débito,Fortaleza,Brasil,Desconhecido,0
TRX17C00137,CART0159,2025-06-01 15:04:46,893.1,Online,Cartão de Débito,Londrina,Brasil,Notebook,0
TRX17C00138,CART0193,2025-06-25 07:49:10,2651.33,Online,Cartão de Crédito,Rolândia,Brasil,POS,0
TRX17C00139,CART0079,2025-06-29 21:35:56,288.46,Online,Cartão de Débito,Cambé,Brasil,Celular,0
TRX17C00140,CART0153,2025-06-30 12:01:40,2785.96,Online,Cartão de Débito,Desconhecido,Estados Unidos,Celular,0
TRX17C00141,CART0179,2025-06-18 18:33:22,2564.95,Presencial,Cartão de Débito,Rio de Janeiro,Brasil,POS,0
TRX17C00142,CART0094,2025-06-24 11:34:40,1190.81,Online,Cartão de Crédito,Cambé,Brasil,Celular,0
TRX17C00143,CART0010,2025-06-22 18:19:35,629.8,Presencial,Cartão de Crédito,Londrina,Brasil,Notebook,0
TRX17C00144,CART0129,2025-06-11 11:31:34,1291.3,Presencial,Cartão de Débito,Ibiporã,Brasil,Notebook,0
TRX17C00145,CART0004,2025-06-24 03:59:35,432.17,Online,Cartão de Crédito,Londrina,Brasil,Notebook,0
TRX17C00146,CART0054,2025-06-15 22:04:48,1425.57,Presencial,Cartão de Crédito,Rolândia,Brasil,Desconhecido,0
TRX17C00147,CART0029,2025-06-04 19:37:54,2280.47,Presencial,Cartão de Crédito,Rio de Janeiro,Brasil,POS,0
TRX17C00148,CART0003,2025-06-09 19:26:17,1125.85,Presencial,Cartão de Crédito,Arapongas,Brasil,POS,0
TRX17C00149,CART0123,2025-06-10 09:51:05,2537.34,Presencial,Cartão de Crédito,São Paulo,Brasil,POS,0
TRX17C00150,CART0079,2025-06-24 19:43:45,2829.44,Presencial,Cartão de Débito,Rolândia,Brasil,POS,0
TRX17C00151,CART0011,2025-06-06 19:38:38,1417.54,Online,Cartão de Débito,São Paulo,Brasil,POS,0
TRX17C00152,CART0048,2025-06-26 15:26:15,1752.74,Presencial,Cartão de Crédito,Londrina,Brasil,Celular,0
TRX17C00153,CART0052,2025-06-29 09:01:36,877.07,Online,Cartão de Débito,Rolândia,Brasil,Desconhecido,0
TRX17C00154,CART0159,2025-06-14 20:16:41,318.06,Online,Cartão de Débito,Ibiporã,Brasil,Desconhecido,0
TRX17C00155,CART0155,2025-06-09 22:07:01,2999.74,Online,Cartão de Crédito,Cambé,Brasil,Desconhecido,0
TRX17C00156,CART0073,2025-06-01 03:50:04,419.51,Online,Cartão de Débito,Arapongas,Brasil,Celular,0
TRX17C00157,CART0161,2025-06-29 22:07:11,1031.63,Online,Cartão de Débito,Londrina,Brasil,Notebook,0
TRX17C00158,CART0070,2025-06-21 03:06:12,1053.26,Online,Cartão de Crédito,Ibiporã,Brasil,Notebook,0
TRX17C00159,CART0199,2025-06-29 13:43:04,2909.41,Online,Cartão de Crédito,Cambé,Brasil,POS,0
TRX17C00160,CART0010,2025-06-27 06:41:21,1016.06,Online,Cartão de Débito,Rolândia,Brasil,Desconhecido,0
TRX17C00161,CART0181,2025-06-12 19:43:09,1705.54,Presencial,Cartão de Crédito,Cambé,Brasil,Notebook,0
TRX17C00162,CART0057,2025-06-09 06:51:23,2419.61,Presencial,Cartão de Crédito,Desconhecido,Argentina,POS,0
TRX17C00163,CART0114,2025-06-02 20:17:46,2378.18,Online,Cartão de Crédito,Ibiporã,Brasil,Celular,0
TRX17C00164,CART0068,2025-06-07 12:50:58,2799.28,Presencial,Cartão de Crédito,Rolândia,Brasil,Desconhecido,0
TRX17C00165,CART0099,2025-06-28 08:34:41,239.85,Online,Cartão de Crédito,Ibiporã,Brasil,POS,0
TRX17C00166,CART0148,2025-06-27 01:11:21,1575.11,Online,Cartão de Débito,Londrina,Brasil,Notebook,0
TRX17C00167,CART0180,2025-06-25 18:59:07,2823.78,Presencial,Cartão de Crédito,Arapongas,Brasil,Notebook,0
TRX17C00168,CART0148,2025-06-28 09:30:14,286.41,Online,Cartão de Débito,Cambé,Brasil,Notebook,0
TRX17C00169,CART0147,2025-06-15 06:56:03,2048.68,Online,Cartão de Débito,Arapongas,Brasil,POS,0
TRX17C00170,CART0091,2025-06-13 09:03:28,265.87,Presencial,Cartão de Débito,Arapongas,Brasil,Desconhecido,0
TRX17C00171,CART0177,2025-06-30 01:19:02,1664.07,Online,Cartão de Débito,Cambé,Brasil,POS,0
TRX17C00172,CART0186,2025-06-16 01:32:26,1323.66,Online,Cartão de Crédito,Londrina,Brasil,Desconhecido,0
TRX17C00173,CART0185,2025-06-03 01:50:45,501.44,Online,Cartão de Crédito,São Paulo,Brasil,POS,0
TRX17C00174,CART0108,2025-06-16 18:59:04,230.38,Online,Cartão de Débito,Londrina,Brasil,POS,0
TRX17C00175,CART0028,2025-06-07 17:20:40,1485.9,Presencial,Cartão de Crédito,Rolândia,Brasil,Desconhecido,0
TRX17C00176,CART0164,2025-06-27 13:56:50,199.01,Online,Cartão de Crédito,Desconhecido,México,Desconhecido,0
TRX17C00177,CART0034,2025-06-28 07:33:36,878.01,Online,Cartão de Crédito,Rolândia,Brasil,Celular,0
TRX17C00178,CART0183,2025-06-15 06:24:33,2599.33,Presencial,Cartão de Débito,Ibiporã,Brasil,POS,0
TRX17C00179,CART0018,2025-06-23 07:00:51,2606.95,Presencial,Cartão de Crédito,Rio de Janeiro,Brasil,Desconhecido,0
TRX17C00180,CART0188,2025-06-03 12:23:21,1135.37,Online,Cartão de Crédito,Rolândia,Brasil,POS,0
TRX17C00181,CART0125,2025-06-15 22:21:47,1955.97,Online,Cartão de Débito,Desconhecido,Argentina,Notebook,0
TRX17C00182,CART0036,2025-06-05 21:13:59,1286.32,Online,Cartão de Débito,Cambé,Brasil,Desconhecido,0
TRX17C00183,CART0123,2025-06-05 02:00:50,2456.9,Presencial,Cartão de Crédito,Arapongas,Brasil,Notebook,0
TRX17C00184,CART0023,2025-06-22 06:33:41,1464.3,Online,Cartão de Débito,Londrina,Brasil,Celular,0
TRX17C00185,CART0064,2025-06-01 11:40:08,2800.13,Presencial,Cartão de Crédito,Ibiporã,Brasil,Celular,0
TRX17C00186,CART0044,2025-06-12 13:05:50,921.83,Presencial,Cartão de Débito,Londrina,Brasil,Desconhecido,0
TRX17C00187,CART0167,2025-06-28 19:00:24,1652.87,Online,Cartão de Débito,Ibiporã,Brasil,Desconhecido,0
TRX17C00188,CART0063,2025-06-12 05:57:17,205.7,Online,Cartão de Crédito,Rolândia,Brasil,Desconhecido,0
TRX17C00189,CART0034,2025-06-23 19:43:47,650.5,Presencial,Cartão de Crédito,Rolândia,Brasil,Notebook,0
TRX17C00190,CART0010,2025-06-21 15:58:09,711.8,Presencial,Cartão de Débito,Rolândia,Brasil,Desconhecido,0
TRX17C00191,CART0010,2025-06-11 19:18:25,448.1,Online,Cartão de Crédito,Cambé,Brasil,Notebook,0
TRX17C00192,CART0035,2025-06-04 18:07:03,2083.85,Online,Cartão de Débito,Rolândia,Brasil,POS,0
TRX17C00193,CART0188,2025-06-03 11:49:07,5.22,Presencial,Cartão de Débito,Londrina,Brasil,POS,0
TRX17C00194,CART0065,2025-06-15 19:01:31,2753.67,Presencial,Cartão de Crédito,Desconhecido,México,Desconhecido,0
TRX17C00195,CART0050,2025-06-14 12:49:44,418.64,Presencial,Cartão de Débito,Rolândia,Brasil,POS,0
TRX17C00196,CART0021,2025-06-29 06:14:58,402.16,Online,Cartão de Débito,Rolândia,Brasil,Desconhecido,0
TRX17C00197,CART0090,2025-06-02 14:09:33,1429.58,Online,Cartão de Débito,Londrina,Brasil,Notebook,0
TRX17C00198,CART0012,2025-06-23 06:16:26,575.73,Presencial,Cartão de Débito,Desconhecido,Portugal,Notebook,0
TRX17C00199,CART0144,2025-06-29 07:56:47,867.75,Online,Cartão de Débito,Ibiporã,Brasil,POS,0
TRX17C00200,CART0113,2025-06-13 18:08:38,482.61,Presencial,Cartão de Crédito,Salvador,Brasil,POS,0
TRX17C00201,CART0061,2025-06-21 21:49:28,1502.72,Presencial,Cartão de Crédito,Londrina,Brasil,Notebook,0
TRX17C00202,CART0026,2025-06-29 17:06:21,2653.91,Online,Cartão de Débito,Londrina,Brasil,POS,0
TRX17C00203,CART0156,2025-06-20 10:38:16,2715.53,Online,Cartão de Crédito,Fortaleza,Brasil,Desconhecido,0
TRX17C00204,CART0152,2025-06-18 22:43:53,1926.63,Presencial,Cartão de Crédito,Ibiporã,Brasil,POS,0
TRX17C00205,CART0059,2025-06-30 23:52:30,866.92,Presencial,Cartão de Débito,Salvador,Brasil,Desconhecido,1
TRX17C00206,CART0192,2025-06-15 06:29:10,2449.11,Online,Cartão de Crédito,Ibiporã,Brasil,Celular,0
TRX17C00207,CART0017,2025-06-20 17:09:04,1017.96,Presencial,Cartão de Crédito,Cambé,Brasil,Notebook,0
TRX17C00208,CART0031,2025-06-09 22:01:59,2368.0,Online,Cartão de Crédito,Ibiporã,Brasil,POS,0
TRX17C00209,CART0048,2025-06-27 16:47:28,847.6,Presencial,Cartão de Débito,Londrina,Brasil,POS,0
TRX17C00210,CART0195,2025-06-02 19:00:45,609.15,Presencial,Cartão de Débito,Ibiporã,Brasil,POS,0
TRX17C00211,CART0164,2025-06-06 18:52:36,1506.13,Online,Cartão de Crédito,Fortaleza,Brasil,Notebook,0
TRX17C00212,CART0136,2025-06-23 02:11:28,2202.58,Presencial,Cartão de Débito,Cambé,Brasil,Celular,0
TRX17C00213,CART0148,2025-06-08 11:25:54,304.1,Online,Cartão de Crédito,Rolândia,Brasil,Celular,0
TRX17C00214,CART0149,2025-06-17 12:36:58,1578.15,Online,Cartão de Débito,Arapongas,Brasil,POS,0
TRX17C00215,CART0068,2025-06-23 06:33:10,1778.34,Presencial,Cartão de Débito,Arapongas,Brasil,Desconhecido,0
TRX17C00216,CART0018,2025-06-09 02:59:57,2230.23,Presencial,Cartão de Crédito,Ibiporã,Brasil,Notebook,0
TRX17C00217,CART0119,2025-06-10 06:09:27,1060.72,Presencial,Cartão de Débito,Rolândia,Brasil,POS,0
TRX17C00218,CART0088,2025-06-28 19:51:53,590.13,Online,Cartão de Débito,Londrina,Brasil,Desconhecido,0
TRX17C00219,CART0111,2025-06-13 16:50:32,1551.11,Online,Cartão de Débito,Cambé,Brasil,POS,0
TRX17C00220,CART0008,2025-06-27 08:30:00,2341.1,Presencial,Cartão de Débito,Rolândia,Brasil,POS,0
TRX17C00221,CART0076,2025-06-06 23:45:18,2747.97,Presencial,Cartão de Crédito,Ibiporã,Brasil,POS,0
TRX17C00222,CART0133,2025-06-04 22:33:33,1754.1,Online,Cartão de Crédito,Londrina,Brasil,POS,0
TRX17C00223,CART0173,2025-06-16 08:56:42,703.03,Online,Cartão de Crédito,Rolândia,Brasil,Notebook,0
TRX17C00224,CART0032,2025-06-29 16:50:46,310.49,Online,Cartão de Crédito,Rolândia,Brasil,POS,0
