id_transacao,id_cliente,data_transacao,valor,tipo_transacao,canal,cidade_transacao,pais_transacao,dispositivo,flag_fraude_confirmada
TRX17B00121,CART0087,2025-05-18 00:16:10,984.21,Presencial,Cartão de Crédito,Ibiporã,Brasil,Notebook,0
TRX17B00122,CART0021,2025-05-28 20:11:25,1641.1,Online,Cartão de Crédito,Ibiporã,Brasil,Desconhecido,0
TRX17B00123,CART0029,2025-05-13 08:56:54,122.96,Presencial,Cartão de Débito,Cambé,Brasil,Desconhecido,0
TRX17B00124,CART0022,2025-05-02 14:10:28,1706.73,Presencial,Cartão de Crédito,Londrina,Brasil,Desconhecido,0
TRX17B00125,CART0136,2025-05-21 03:25:22,243.8,Online,Cartão de Crédito,Ibiporã,Brasil,POS,0
TRX17B00126,CART0159,2025-05-01 06:13:32,2481.41,Online,Cartão de Crédito,Ibiporã,Brasil,POS,0
TRX17B00127,CART0088,2025-05-10 08:37:30,805.3,Online,Cartão de Crédito,Desconhecido,México,Celular,0
TRX17B00128,CART0129,2025-05-03 10:07:14,1187.68,Online,Cartão de Débito,Cambé,Brasil,POS,0
TRX17B00129,CART0069,2025-05-12 21:59:40,2879.06,Online,Cartão de Débito,Curitiba,Brasil,Celular,0
TRX17B00130,CART0026,2025-05-31 01:24:13,2468.04,Online,Cartão de Débito,Cambé,Brasil,Notebook,0
TRX17B00131,CART0081,2025-05-01 02:45:32,2551.53,Online,Cartão de Débito,Fortaleza,Brasil,POS,0
TRX17B00132,CART0055,2025-05-28 10:17:26,2594.61,Online,Cartão de Crédito,Arapongas,Brasil,Notebook,0
TRX17B00133,CART0131,2025-05-24 11:49:47,2865.95,Presencial,Cartão de Débito,Arapongas,Brasil,Desconhecido,0
TRX17B00134,CART0038,2025-05-23 04:44:06,389.07,Presencial,Cartão de Crédito,Cambé,Brasil,Notebook,0
TRX17B00135,CART0178,2025-05-12 06:35:14,1365.27,Online,Cartão de Débito,Cambé,Brasil,Desconhecido,0
TRX17B00136,CART0033,2025-05-24 00:12:08,655.19,Online,Cartão de Débito,Ibiporã,Brasil,Notebook,0
TRX17B00137,CART0011,2025-05-22 18:59:31,1628.79,Online,Cartão de Débito,Ibiporã,Brasil,Celular,0
TRX17B00138,CART0006,2025-05-13 13:37:58,493.83,Online,Cartão de Débito,Ibiporã,Brasil,Desconhecido,0
TRX17B00139,CART0026,2025-05-22 21:59:30,421.9,Presencial,Cartão de Débito,Arapongas,Brasil,Notebook,0
TRX17B00140,CART0195,2025-05-19 07:53:07,860.9,Presencial,Cartão de Crédito,Rio de Janeiro,Brasil,Celular,0
TRX17B00141,CART0067,2025-05-25 01:25:50,2157.87,Online,Cartão de Crédito,Salvador,Brasil,POS,0
TRX17B00142,CART0005,2025-05-22 09:59:20,171.27,Presencial,Cartão de Crédito,Cambé,Brasil,Notebook,0
TRX17B00143,CART0006,2025-05-18 12:16:08,2938.11,Online,Cartão de Crédito,Rolândia,Brasil,Celular,0
TRX17B00144,CART0103,2025-05-24 02:15:18,198.93,Online,Cartão de Débito,Rolândia,Brasil,Desconhecido,0
TRX17B00145,CART0069,2025-05-08 14:27:24,1363.69,Online,Cartão de Crédito,Arapongas,Brasil,Notebook,0
TRX17B00146,CART0185,2025-05-12 11:22:51,1499.5,Presencial,Cartão de Débito,Salvador,Brasil,Desconhecido,0
TRX17B00147,CART0135,2025-05-26 03:35:20,432.69,Presencial,Cartão de Débito,Ibiporã,Brasil,Celular,0
TRX17B00148,CART0013,2025-05-11 12:58:45,1118.3,Presencial,Cartão de Débito,Rolândia,Brasil,Notebook,0
TRX17B00149,CART0187,2025-05-20 22:25:47,2205.05,Presencial,Cartão de Débito,Ibiporã,Brasil,Celular,0
TRX17B00150,CART0001,2025-05-25 09:37:07,1123.25,Online,Cartão de Crédito,Ibiporã,Brasil,Desconhecido,0
TRX17B00151,CART0119,2025-05-16 01:06:50,2783.57,Online,Cartão de Crédito,Cambé,Brasil,POS,0
TRX17B00152,CART0030,2025-05-25 22:05:04,352.63,Presencial,Cartão de Débito,Londrina,Brasil,Desconhecido,0
TRX17B00153,CART0103,2025-05-19 08:17:42,655.81,Presencial,Cartão de Débito,Fortaleza,Brasil,POS,0
TRX17B00154,CART0138,2025-05-20 11:30:17,1367.93,Presencial,Cartão de Crédito,Salvador,Brasil,Celular,0
TRX17B00155,CART0064,2025-05-12 06:52:04,1387.48,Presencial,Cartão de Crédito,Ibiporã,Brasil,Notebook,0
TRX17B00156,CART0139,2025-05-28 22:42:56,2374.82,Online,Cartão de Débito,Londrina,Brasil,Notebook,0
TRX17B00157,CART0166,2025-05-21 17:20:36,1694.19,Online,Cartão de Crédito,São Paulo,Brasil,Desconhecido,0
TRX17B00158,CART0143,2025-05-13 01:59:21,2622.25,Online,Cartão de Crédito,Arapongas,Brasil,Notebook,0
TRX17B00159,CART0055,2025-05-14 05:45:55,115.56,Online,Cartão de Débito,Cambé,Brasil,POS,0
TRX17B00160,CART0087,2025-05-10 13:25:27,2596.3,Presencial,Cartão de Crédito,Salvador,Brasil,Notebook,0
TRX17B00161,CART0176,2025-05-13 18:58:29,2500.04,Presencial,Cartão de Crédito,Londrina,Brasil,Notebook,0
TRX17B00162,CART0132,2025-05-07 03:46:42,1534.95,Online,Cartão de Débito,Rolândia,Brasil,Notebook,0
TRX17B00163,CART0152,2025-05-29 17:55:20,1389.6,Online,Cartão de Débito,Cambé,Brasil,Desconhecido,0
TRX17B00164,CART0130,2025-05-18 01:27:00,2278.75,Online,Cartão de Débito,Cambé,Brasil,Notebook,0
TRX17B00165,CART0199,2025-05-13 11:47:10,2590.81,Online,Cartão de Crédito,Londrina,Brasil,Notebook,0
TRX17B00166,CART0019,2025-05-19 02:10:26,1898.45,Online,Cartão de Débito,Cambé,Brasil,Notebook,0
TRX17B00167,CART0018,2025-05-20 14:17:52,868.97,Presencial,Cartão de Débito,Arapongas,Brasil,POS,0
TRX17B00168,CART0166,2025-05-18 15:48:38,2588.04,Presencial,Cartão de Débito,Fortaleza,Brasil,POS,0
TRX17B00169,CART0084,2025-05-17 20:41:55,2117.21,Presencial,Cartão de Crédito,Cambé,Brasil,Desconhecido,0
TRX17B00170,CART0192,2025-05-29 15:48:25,2730.94,Online,Cartão de Crédito,Rolândia,Brasil,POS,1
TRX17B00171,CART0045,2025-05-16 00:19:50,719.33,Presencial,Cartão de Débito,São Paulo,Brasil,Notebook,0
TRX17B00172,CART0091,2025-05-08 09:20:25,1944.48,Online,Cartão de Crédito,Arapongas,Brasil,Notebook,0
TRX17B00173,CART0065,2025-05-11 22:55:28,933.89,Online,Cartão de Débito,Londrina,Brasil,Celular,0
TRX17B00174,CART0057,2025-05-26 19:00:53,728.83,Online,Cartão de Crédito,Londrina,Brasil,Desconhecido,0
TRX17B00175,CART0198,2025-05-15 00:04:59,32.86,Online,Cartão de Crédito,Rolândia,Brasil,Celular,0
TRX17B00176,CART0095,2025-05-27 09:00:04,789.68,Presencial,Cartão de Crédito,Londrina,Brasil,POS,0
TRX17B00177,CART0082,2025-05-15 01:44:09,454.14,Online,Cartão de Crédito,Ibiporã,Brasil,Desconhecido,0
TRX17B00178,CART0197,2025-05-18 12:03:31,2379.12,Online,Cartão de Crédito,Londrina,Brasil,Notebook,0
TRX17B00179,CART0006,2025-05-01 06:26:19,1687.5,Presencial,Cartão de Débito,Curitiba,Brasil,Notebook,0
TRX17B00180,CART0073,2025-05-19 23:21:37,2434.35,Presencial,Cartão de Débito,Desconhecido,México,Celular,0
TRX17B00181,CART0002,2025-05-25 05:38:37,586.08,Presencial,Cartão de Débito,Cambé,Brasil,POS,0
TRX17B00182,CART0096,2025-05-20 13:41:03,123.62,Online,Cartão de Débito,Cambé,Brasil,Celular,0
TRX17B00183,CART0060,2025-05-28 06:56:48,1689.29,Online,Cartão de Crédito,Desconhecido,Portugal,Celular,1
TRX17B00184,CART0042,2025-05-10 07:07:53,1390.3,Online,Cartão de Crédito,Arapongas,Brasil,Notebook,0
TRX17B00185,CART0185,2025-05-29 19:30:19,119.93,Online,Cartão de Crédito,Arapongas,Brasil,Notebook,0
TRX17B00186,CART0069,2025-05-11 02:37:24,1393.96,Online,Cartão de Crédito,Salvador,Brasil,Celular,0
TRX17B00187,CART0180,2025-05-17 15:46:35,1889.51,Presencial,Cartão de Débito,Rolândia,Brasil,Desconhecido,0
TRX17B00188,CART0083,2025-05-14 23:39:27,946.24,Presencial,Cartão de Débito,Rolândia,Brasil,Notebook,0
TRX17B00189,CART0080,2025-05-13 02:41:57,856.51,Online,Cartão de Débito,Desconhecido,Portugal,Celular,0
TRX17B00190,CART0137,2025-05-17 14:11:47,923.85,Presencial,Cartão de Débito,Ibiporã,Brasil,Desconhecido,0
TRX17B00191,CART0197,2025-05-07 21:14:53,618.76,Presencial,Cartão de Débito,Curitiba,Brasil,POS,0
TRX17B00192,CART0185,2025-05-01 04:28:56,2395.32,Presencial,Cartão de Crédito,Arapongas,Brasil,Notebook,0
TRX17B00193,CART0008,2025-05-22 02:07:17,1272.64,Presencial,Cartão de Débito,Arapongas,Brasil,Notebook,0
TRX17B00194,CART0087,2025-05-29 10:18:23,1091.67,Presencial,Cartão de Débito,São Paulo,Brasil,Notebook,0
TRX17B00195,CART0011,2025-05-13 12:25:43,1900.61,Online,Cartão de Débito,Desconhecido,Portugal,POS,0
TRX17B00196,CART0107,2025-05-18 05:38:17,2268.92,Presencial,Cartão de Crédito,Arapongas,Brasil,Celular,0
TRX17B00197,CART0146,2025-05-06 19:11:59,2720.14,Online,Cartão de Crédito,Arapongas,Brasil,Desconhecido,0
TRX17B00198,CART0126,2025-05-09 22:35:42,199.47,Presencial,Cartão de Crédito,Ibiporã,Brasil,Desconhecido,0
TRX17B00199,CART0150,2025-05-22 16:37:55,2703.76,Online,Cartão de Crédito,Rolândia,Brasil,Notebook,0
TRX17B00200,CART0046,2025-05-29 07:22:15,2013.33,Online,Cartão de Débito,Ibiporã,Brasil,Desconhecido,0
TRX17B00201,CART0093,2025-05-12 08:11:36,1722.48,Presencial,Cartão de Crédito,Londrina,Brasil,POS,0
TRX17B00202,CART0055,2025-05-05 06:30:35,627.69,Online,Cartão de Crédito,Cambé,Brasil,Desconhecido,0
TRX17B00203,CART0147,2025-05-25 13:44:41,116.54,Online,Cartão de Crédito,Desconhecido,Estados Unidos,Notebook,0
TRX17B00204,CART0018,2025-05-14 08:13:28,371.78,Online,Cartão de Débito,Arapongas,Brasil,POS,0
TRX17B00205,CART0080,2025-05-17 00:37:34,589.35,Online,Cartão de Débito,Arapongas,Brasil,POS,0
TRX17B00206,CART0172,2025-05-05 08:26:05,2181.0,Online,Cartão de Débito,Rolândia,Brasil,Desconhecido,0
TRX17B00207,CART0045,2025-05-22 15:04:43,742.31,Presencial,Cartão de Débito,Ibiporã,Brasil,POS,0
TRX17B00208,CART0061,2025-05-15 10:18:41,2411.65,Presencial,Cartão de Crédito,Cambé,Brasil,Notebook,0
TRX17B00209,CART0051,2025-05-11 08:03:36,1783.0,Presencial,Cartão de Débito,Ibiporã,Brasil,Desconhecido,0
TRX17B00210,CART0164,2025-05-26 09:54:35,2504.66,Presencial,Cartão de Crédito,Rio de Janeiro,Brasil,Notebook,0
TRX17B00211,CART0037,2025-05-20 10:53:02,2312.62,Presencial,Cartão de Débito,Ibiporã,Brasil,Notebook,0
TRX17B00212,CART0142,2025-05-19 23:46:04,541.3,Online,Cartão de Crédito,Londrina,Brasil,Notebook,0
TRX17B00213,CART0007,2025-05-08 16:46:05,119.9,Presencial,Cartão de Crédito,Ibiporã,Brasil,Celular,0
TRX17B00214,CART0070,2025-05-17 02:37:52,1272.61,Online,Cartão de Débito,Londrina,Brasil,Desconhecido,0
TRX17B00215,CART0021,2025-05-19 04:49:48,1729.39,Presencial,Cartão de Débito,Rolândia,Brasil,POS,0
TRX17B00216,CART0053,2025-05-04 00:39:27,2942.79,Online,Cartão de Débito,Ibiporã,Brasil,Desconhecido,0
TRX17B00217,CART0005,2025-05-11 03:31:04,2969.54,Presencial,Cartão de Débito,Ibiporã,Brasil,POS,0
TRX17B00218,CART0071,2025-05-20 03:00:11,391.0,Presencial,Cartão de Crédito,Ibiporã,Brasil,Desconhecido,0
TRX17B00219,CART0155,2025-05-18 00:13:24,1345.55,Presencial,Cartão de Crédito,Desconhecido,Estados Unidos,Celular,0
TRX17B00220,CART0112,2025-05-13 05:34:18,12.88,Online,Cartão de Crédito,Rolândia,Brasil,Celular,0
TRX17B00221,CART0002,2025-05-13 09:20:58,1317.76,Online,Cartão de Débito,Londrina,Brasil,Desconhecido,0
TRX17B00222,CART0195,2025-05-10 17:44:20,2851.58,Online,Cartão de Débito,Rolândia,Brasil,Notebook,0
TRX17B00223,CART0008,2025-05-02 20:06:59,575.83,Presencial,Cartão de Débito,Ibiporã,Brasil,Desconhecido,0
